staging.directvplay.com,dtv-cert.tbxnet.com,Subdomain Takeover,High
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?March%2026,%201999.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?March%2030,%202000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?March%205,%202002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?March%206,%202002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?March%207,%202001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?March%209,%201999.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?March%209,%202001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?March+2,+1999.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?March+26,+1999.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?March+9,+1999.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?May%2002,%202002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?May%2010,%201999.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?May%2018,%201999.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?May%2019,%201999.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?May%2023,%202002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?May%2024,%202000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?May%204,%201999.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?May+10,+1999.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?May+18,+1999.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?May+19,+1999.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?May+4,+1999.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?November%2012,%201998.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?November%2014,%202000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?November%2015,%202000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?November%2020,%202002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?November%203,%202000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?November%2030,%202000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?November%204,%202002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?November%205,%201999.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?November%208,%201999.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?November+12,+1998.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?November+3,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?November+4,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?November+5,+1999.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?November+8,+1999.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?October%2010,%202001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?October%2015,%202001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?October%2018,%202002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?October%2020,%201998.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?October%2025,%202002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?October%2029,%202002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?October%2030,%201998.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?October%208,%202001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?October+10,+2001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?October+15,+2001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?October+18,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?October+20,+1998.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?October+29,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?October+30,+1998.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?September%2013,%202000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?September%2020,%201999.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?September%2024,%202001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?September%2025,%202000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?September%2025,%202001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?September%2026,%202001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/archives/news.asp?September+20,+1999.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/bio2.asp?rockphotopage.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/dduckenf@nba.com,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/mbass@nba.com,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?03182003-1.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?03182003-1P.HTM,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?APRIL+18,+2000P.HTM,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?APRIL+6,+2000P.HTM,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?AUGUST+31,+2000P.HTM,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?April%2028,%202003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?April%209,%202003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?April+10,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?April+13,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?April+16,+2001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?April+18,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?April+18,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?April+22,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?April+26,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?April+28,+2003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?April+5,+2001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?April+6,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?April+9,+2003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?August%2020,%20%202002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?August+14,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?August+16,+2001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?August+20,++2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?August+31,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?August+4,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?August+5,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?DECEMBER+19,+2000P.HTM,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?December%2011,%202003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?December%2022,%202003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?December+11,+2003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?December+19,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?December+20,+2001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?December+21,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?December+22,+2003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?February,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?February%2013,%202004.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?February%2024,%202004.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?February%206,%202003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?February+02,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?February+13,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?February+17,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?February+22,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?February+6,+2003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?JANUARY+12,+2001P.HTM,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?JANUARY+14,+2000P.HTM,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?JANUARY+18,+2002P.HTM,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?JUNE+17,+2002P.HTM,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?January%2014,%202004.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?January%209,%202003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?January%209,%202004.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?January+12,+2001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?January+14,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?January+14,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?January+18,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?January+23,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?January+24,+2003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?January+25,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?January+31,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?January+8,+2003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?January+9,+2003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?July%2031,%202003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?July+12,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?July+19,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?July+31,+2003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?June%2013,%202003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?June+13,+2003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?June+17,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?June+28,+2001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?MARCH+21,+2000P.HTM,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?MARCH+7,+2001P.HTM,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?MARCH+9,+2001P.HTM,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?MAY+23,+2002P.HTM,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?March%2018,%202003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?March+10,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?March+16,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?March+18,+2003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?March+20,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?March+21,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?March+25,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?March+30,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?March+5,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?March+6,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?March+7,+2001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?March+9,+2001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?May+02,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?May+23,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?May+24,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?NOVEMBER+19%2C+2003P%2EHTM,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?November%2019,%202003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?November+14,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?November+15,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?November+20,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?November+3,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?November+30,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?November+4,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?October+10,+2001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?October+15,+2001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?October+18,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?October+25,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?October+29,+2002.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?October+8,+2001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?SEPTEMBER+13,+2000P.HTM,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?SEPTEMBER+22,+2003P.HTM,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?SEPTEMBER+25,+2000P.HTM,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?September%2022,%202003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?September%2024,%202001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?September%2025,%202000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?September+13,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?September+22,+2003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?September+24,+2001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?September+25,+2000.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?September+25,+2001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/news/news.asp?September+26,+2001.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/jobs/,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/April%2013,%202000_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/April%2013,%202000_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/April%2028,%202003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/April%2028,%202003_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/April%2028,%202003_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/April%2028,%202003_files/header.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/April%205,%202001_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/April%206,%202000_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/April%209,%202003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/April%209,%202003_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/April%209,%202003_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/August%2019,%202003_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/August%2019,%202003_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/August%2031,%202000_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/August%204,%202000_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/August%204,%202000_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/August%205,%202002_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/December%2014,%202000_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/December%2019,%202000_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/December%206,%202000_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/December%206,%202001_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/December%206,%202001_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/December%206,%202001_files/oledata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/December%209,%202001_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/February%2013,%202004_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/February%2013,%202004_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/February%202,%202000_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/February%2028,%202000_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/February%206,%202003_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/February%206,%202003_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/February,%2024%202004.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/February,%2024%202004_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/February,%2024%202004_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/February,%2024%202004_files/header.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/January%2011,%202002_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/January%2012,%202001_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/January%2014,%202002_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/January%2014,%202004.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/January%2014,%202004_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/January%2014,%202004_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/January%2014,%202004_files/oledata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/January%2018,%202002_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/January%2018,%202002_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/January%2018,%202002p_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/January%2018,%202002p_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/January%2028,%202002_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/January%209,%202004_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/January%209,%202004_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/July%2014,%202000_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/July%2016,%202002_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/July%2016,%202002_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/July%2030,%202002_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/July%2030,%202002_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/July%2031,%202003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/July%2031,%202003_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/July%2031,%202003_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/June%2012,%202002_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/June%206,%202001_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/June%206,%202001p_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/June%206,%202001p_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/March%2010,%202000_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/March%2013,%202001_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/March%2013,%202002_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/March%2018,%202003_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/March%2018,%202003_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/March%2021,%202000p_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/March%2021,%202000p_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/March%205,%202001_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/March%205,%202002_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/March%205,%202002_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/March%207,%202001p_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/March%207,%202001p_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/May%2023,%202000_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/May%2024,%202000_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/May%2024,%202000_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/May%2030,%202000_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/May%2031,%202000_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/May%205,%202002_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/May%205,%202002_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/May%206,%202002_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/May%206,%202002_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/May%206,%202002_files/oledata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/November%2013,%202001_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/November%2014,%202000_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/November%2014,%202000_files/filelist.xml,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/September%2022,%202003.htm,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/September%2022,%202003_files/editdata.mso,Phishing,low
www.directvla.com:80,http://www.directvla.com:80/newcc/port/news/September%2022,%202003_files/filelist.xml,Phishing,low
